Accel: 0, 0, 2048 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 3661, 1852, 3829 | Gyro: 32651, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -911, 6582, 6164 | Gyro: 14606, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 2577, -2219, 1042 | Gyro: -47376, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -3776, -2385, 2029 | Gyro: 50407, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -2761, -1738, 383 | Gyro: 24137, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -738, -6648, 10158 | Gyro: -19967, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -6170, 6508, 10086 | Gyro: 44197, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 1830, 6545, 3403 | Gyro: 24441, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 16, -5029, 488 | Gyro: -32695, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -4857, 3236, 9139 | Gyro: 18679, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -4525, -7726, 42 | Gyro: 9516, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 7759, 3673, 626 | Gyro: 30376, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -151, -7343, 8577 | Gyro: 36823, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -7583, -960, 4672 | Gyro: 26795, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -4907, 2229, 7337 | Gyro: -32590, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 7493, -1766, 7832 | Gyro: -16097, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 5238, -856, 3887 | Gyro: -18267, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -4136, -6929, 8185 | Gyro: 14609, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -5089, 7765, 4835 | Gyro: -43309, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -2065, -2702, 5921 | Gyro: -1675, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 10, -3658, 1997 | Gyro: -1900, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -6822, 3069, 4936 | Gyro: -18394, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 2252, -1681, 10173 | Gyro: 41245, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 6793, -3656, 1217 | Gyro: -50819, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 3971, -4622, 6321 | Gyro: 6798, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 3975, 4350, 8591 | Gyro: -3943, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -3832, -7212, 6213 | Gyro: 34036, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 1133, -2259, 3593 | Gyro: 9935, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 8060, 7757, 8627 | Gyro: -7015, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -2778, -7775, 5853 | Gyro: 20376, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 5478, 5412, 3956 | Gyro: 51540, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -4909, 5333, 5004 | Gyro: -15088, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 1405, -4597, 69 | Gyro: 39490, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -2629, 5511, 581 | Gyro: -37262, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 71, -1412, 4347 | Gyro: 49173, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -6963, 3890, 6464 | Gyro: 44482, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 1777, -3444, 3388 | Gyro: 39528, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 4447, -6379, 6762 | Gyro: 3265, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -1683, 4414, 228 | Gyro: -37675, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 2548, -502, 7223 | Gyro: 15424, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -6594, 3588, 3095 | Gyro: -36440, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -4596, -4253, 7805 | Gyro: 46675, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -7254, 2427, 8715 | Gyro: -27843, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 4387, -6097, 2713 | Gyro: -27644, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -5234, 3652, 4082 | Gyro: 36766, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 3859, 7112, 7924 | Gyro: -22504, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -3796, -3517, 848 | Gyro: 39233, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -5322, 4469, 9436 | Gyro: 1318, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 6931, -2006, 5902 | Gyro: 17232, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -6048, 2769, 2947 | Gyro: 51569, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 5455, -4106, 4202 | Gyro: -9464, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -5231, -4920, 3201 | Gyro: 44105, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 6489, 1047, 4999 | Gyro: -4917, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 4967, 1130, 8254 | Gyro: 14005, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -3334, 4140, 5380 | Gyro: 48517, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -7875, -3926, 3228 | Gyro: -6571, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -1734, 3335, 2265 | Gyro: -7617, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -4020, 1930, 468 | Gyro: -18715, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -5800, -7167, 8642 | Gyro: -2797, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -1693, -5973, 2369 | Gyro: 21298, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 6847, 5557, 10052 | Gyro: -40371, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 4606, -7486, 2786 | Gyro: 16446, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -5335, -3837, 9330 | Gyro: 29908, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -7160, 5718, 5266 | Gyro: 7271, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 5989, 7773, 9796 | Gyro: -32871, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 1012, 4016, 8990 | Gyro: 29297, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -5219, 479, 8616 | Gyro: 48638, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 2369, 3990, 8996 | Gyro: -51213, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -7887, -8164, 4411 | Gyro: -15438, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 2981, 3773, 3211 | Gyro: 8105, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -6668, 5743, 7007 | Gyro: -1280, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 5850, 1046, 1695 | Gyro: 16501, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 4674, 2923, 1939 | Gyro: -34628, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 5567, 2963, 1992 | Gyro: -31486, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -2957, 5504, 856 | Gyro: 38801, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -6796, -7234, 6036 | Gyro: 44382, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -7629, -4248, 6473 | Gyro: 15815, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -1103, 6239, 4688 | Gyro: 45376, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -4863, 4283, 9293 | Gyro: 26912, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -5174, -1475, 7050 | Gyro: -21477, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -1531, -6968, 5075 | Gyro: -41169, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 5175, 1275, 1784 | Gyro: -20214, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 5327, -1534, 1053 | Gyro: 3873, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 7309, -451, 2769 | Gyro: -25092, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 5404, -6080, 5888 | Gyro: -4454, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 4289, 1460, 2791 | Gyro: -14421, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -593, 133, 3084 | Gyro: -20996, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -6364, 5550, 561 | Gyro: 2771, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -760, 7892, 8214 | Gyro: -46875, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -5674, -7597, 3426 | Gyro: -33535, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 820, -5186, 6502 | Gyro: 41171, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 7015, -1609, 924 | Gyro: 38578, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 3934, 6930, 2489 | Gyro: 31653, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 5623, -1315, 937 | Gyro: -24618, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -4084, 6837, 9301 | Gyro: -25228, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 1000, -4600, 2320 | Gyro: 19497, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 5447, -6296, 568 | Gyro: -24161, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -3379, -4537, 5470 | Gyro: -31077, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 3990, 5347, 2608 | Gyro: 37906, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -2614, -5174, 8994 | Gyro: -29387, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 167, 647, 6913 | Gyro: -36033, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 7550, -7190, 1969 | Gyro: 36361, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -7972, 5997, 1139 | Gyro: -20538, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 3994, -4690, 6802 | Gyro: 41895, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -2437, -6345, 6509 | Gyro: 24466, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 8127, 4292, 7340 | Gyro: -7616, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 3205, -3064, 8757 | Gyro: -34527, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 1591, -6485, 3999 | Gyro: -13556, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -8012, 2197, 5839 | Gyro: -45653, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 1529, -6896, 480 | Gyro: -27983, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 4918, -2471, 2910 | Gyro: 35850, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 2416, -862, 1387 | Gyro: 26283, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 7077, 5160, 4820 | Gyro: 12824, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 1469, -1639, 9739 | Gyro: 47588, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 778, 7849, 2298 | Gyro: 5334, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -4377, -2174, 1333 | Gyro: 35036, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 7160, 5644, 3154 | Gyro: -47908, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 5259, 485, 5863 | Gyro: 6293, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -2145, -4231, 3617 | Gyro: 48417, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -5294, 3754, 3790 | Gyro: 2946, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -4010, 7084, 534 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -4694, 2750, 3023 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 2001, 3732, 7284 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -1424, 5630, 9428 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -1574, 3766, 6674 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -7781, -1345, 327 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 6613, 1754, 5579 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 670, -2925, 4591 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 7321, 2448, 6576 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -5659, -6276, 7581 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -6048, -4871, 1057 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -5498, 8091, 5779 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 1066, -4550, 3766 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 5999, 3189, 1628 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -6575, 6592, 5786 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 6385, 3550, 6511 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -6763, -6512, 8960 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -5392, 1615, 4517 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 1477, -1559, 249 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -5026, 5989, 2279 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 4559, 3855, 4869 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 6450, -136, 2130 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -2339, 7201, 9871 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -4145, -392, 7111 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -6663, 248, 9760 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 6588, 5472, 9651 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 1590, 3062, 7687 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -3366, 5529, 7865 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -6407, -5172, 1392 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -5877, 5300, 2764 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -5495, -1510, 8805 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 5676, -7403, 833 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 5390, 3683, 2527 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 617, -1976, 3726 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 6317, -2092, 103 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -1704, 688, 4726 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 3594, 4729, 5366 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 4956, -2930, 2701 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -4062, 7178, 5939 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -2004, 3595, 9502 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -4508, -1525, 1358 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 3392, 2433, 7414 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -7793, 3022, 4195 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 1093, 305, 1648 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -6427, -2655, 2536 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -5080, -1729, 10222 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 4164, -5947, 1247 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 1612, 28, 1513 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 6106, 867, 4914 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -6306, -1509, 5766 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -2160, 5902, 435 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 4920, 305, 574 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 1307, 7351, 2779 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 148, -5079, 2295 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -678, -991, 8472 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -1941, 4300, 186 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -2417, 6542, 3084 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 8081, 3336, 6999 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 1194, 5442, 9358 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -1835, 4498, 7119 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -3748, -3299, 2993 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -6081, -6659, 4099 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 5223, 7097, 6967 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -770, -7406, 7515 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -4646, 6299, 2619 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 6169, 4026, 1386 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -5120, 980, 1983 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -5395, -466, 2984 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 927, 1788, 396 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -6425, -7601, 41 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -8008, 3711, 6818 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -5854, 7493, 5082 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 7410, 291, 3265 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -5425, -1002, 8916 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 3303, -5325, 5978 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -2552, 566, 2839 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 5114, -514, 8118 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -808, -3857, 633 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 1976, -1259, 751 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 2683, -805, 8479 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -2611, 5198, 1602 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 2556, 1143, 4281 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -2179, 4488, 2667 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -550, -2138, 1480 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -614, 7273, 8681 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 139, 6693, 43 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -5667, -6269, 3033 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 4244, -3184, 3451 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 3867, -5154, 3565 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -4450, -7134, 8308 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 7861, 3895, 5486 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -2398, -5517, 3545 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 2347, 5743, 4420 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -1099, -6533, 10219 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 3436, 3276, 2800 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -1920, -135, 24 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 1144, -6395, 18 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -5815, -1408, 1579 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 5513, -471, 539 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -2820, -2592, 1443 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -6659, -4075, 867 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 1959, -6308, 5420 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -1445, 3258, 7397 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -5376, -2444, 2744 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 5638, 3411, 4220 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 1278, 5748, 4092 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 3416, -999, 1660 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 6372, 1358, 517 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -3354, 7147, 8583 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -2977, -7541, 1200 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -7097, -4289, 5804 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -7395, 2440, 6119 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -1153, 7314, 2907 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -5225, -5388, 454 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -539, -6841, 3297 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 4877, 4752, 8184 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 5496, -5462, 9577 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 6697, 7869, 3211 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -5485, 6293, 4175 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 7972, 1237, 9706 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -7740, -6279, 4541 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 2729, 1104, 1085 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 5677, -3149, 5222 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 5700, -1799, 4759 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -7572, 7392, 1914 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -1783, 5570, 1455 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -2832, 7948, 7603 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -5359, 7645, 5537 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 7897, -2384, 644 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 1179, 2356, 7517 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -3952, -657, 40 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -1814, 1144, 2484 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -2906, 5981, 769 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -2536, -1038, 5571 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 1554, 7998, 9439 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -6597, -1851, 714 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -6409, 6862, 3996 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -708, -6919, 1239 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 6294, -2886, 2088 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -6291, 8008, 2425 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -4262, 1126, 5200 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -5851, -5926, 7595 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 6731, -3920, 1758 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -3002, 7971, 463 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 7335, 4934, 7723 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 120, -2819, 8616 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 1524, -1653, 9881 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -4890, 6399, 8008 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: -2162, -59, 381 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 53, -622, 6262 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 7900, 6727, 8593 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 3156, -7387, 6829 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
Accel: 2611, 5929, 5110 | Gyro: 0, 0, 0 | GPS: 12.34,56.78,25.0,8
